"features.properties.CNTR_X","features.properties.CNTR_Y","Lat","Long"
"405194.981","422778.959","53.7222094664205","-2.09305972617333"
"408028.005","427905.03","53.7219934369612","-2.09307473899981"
"408076.955","429948.939","53.7248518375994","-2.09333858929557"
"408178.968","429891.034","53.7432765580913","-2.10719388008049"
"408239.008","427272.99","53.6955973663927","-2.10884554315765"
"408293.011","427169.055","53.7315134783018","-2.13078321978604"
"402888.177","430108.43","53.7059927265","-2.13075975099274"
"406801.009","420054.945","53.7344248846413","-2.13171726176844"
"401701.023","426336.979","53.7031234942027","-2.1332401826908"
"406801.009","420054.945","53.7473446911966","-2.13747477974451"
"394706.995","429607.952","53.7464265831763","-2.13882196274717"
"394864.003","427225.951","53.7101462983809","-2.13880859950506"
"396273.03","423884.98","53.7099642909218","-2.14020180203589"
"398540.025","423174.968","53.7404198425715","-2.14036326776716"
"398610.001","423175.948","53.7100173154631","-2.14165599581205"
"407933.955","430039.042","53.7387356551869","-2.14348076477438"
"406756.024","418828.052","53.7128537750787","-2.14439319158483"
"399689","423160.951","53.66818332222","-1.97366877537127"
"405072.016","417037.997","53.6666272957714","-1.95996462469704"
"390858.982","424325.039","53.6640809884922","-1.96178711726791"
"391561.003","424211.002","53.6640407896911","-1.95854365858495"
"396032.963","426703.968","53.6639422699712","-1.95649443867288"
"396027.99","426750.033","53.6879413527224","-1.93927037071847"
"396020.013","426831.038","53.6897911468339","-1.93896185626545"
"404502.984","429775.987","53.6867723581162","-1.94601729448629"
"390830.986","424584.003","53.6898188169726","-1.95476334718892"
"390847.98","424500.967","53.7292938860534","-1.83341019344036"
"406339.001","418334.949","53.7452109635643","-1.81315994210653"
"406545.041","419713.031","53.7384260611729","-1.79670003603489"
"407876.953","430067.986","53.6971884336645","-1.80368246755668"
"401375.98","426876.042","53.6991665291283","-1.80439332064263"
"395373.011","429058.963","53.7005278949465","-1.79885706414416"
"390926.01","423843.03","53.7015746077898","-1.7973398563584"
"405831.009","417519.027","53.7015751758456","-1.79733828730854"
"405167.014","417154.026","53.7017172220405","-1.7412940627339"
"405367.038","417028.964","53.6932945636988","-1.75125453368363"
"414486.995","424519.03","53.6858698167629","-1.8790024961617"
"397133.643","426821.623","53.6877654408965","-1.89738085591028"
"397256.018","426091.008","53.6830929450049","-1.88237423451121"
"403176.749","427887.56","53.6813394224046","-1.88653487837572"
"400435.787","426369.431","53.681203493124","-1.88692689723097"
"399231.026","423332.004","53.6814682898896","-1.87991324788923"
"399032.99","423612.961","53.6813603332286","-1.88090221489823"
"415150.98","422926.985","53.6896512305917","-1.85435553252767"
"395954.732","425958.487","53.7427613259641","-1.84763132316739"
"398011.028","426093.064","53.7381636929808","-1.84282096466897"
"397229.971","426007.022","53.7380216743511","-1.84251993579022"
"400044.017","425023.956","53.7449249223974","-1.81393507466755"
"397593.006","426436.059","53.7552538610032","-1.81330186684262"
"406264.997","429943.986","53.7500038028669","-1.82237224712587"
"403190.875","427868.099","53.7493726712724","-1.82166077559825"
"396995.003","425580.041","53.7805263686022","-2.08961979560702"
"400880.718","426570.528","53.7006403753018","-1.86477284126632"
"394878.234","420186.747","53.7037700023339","-1.88402738734728"
"397067.865","427005.135","53.7073484078866","-1.88822866085731"
"400057.018","425063.008","53.7118551871466","-1.88665039031029"
"398165.555","427386.727","53.7811883057461","-2.08477110284418"
"399015.0305","428334.95","53.7501567621762","-2.08430968200622"
"400815.999","424630.038","53.705884937226","-2.00129820217682"
"399133.572","428866.511","53.7048379261058","-2.02981674636163"
"410376.017","420368.01","53.7009784874796","-2.03599912848809"
"410348.025","420361.051","53.7003665317352","-2.03406149234771"
"404683.968","429679.03","53.699948486523","-2.03272234066715"
"400603.029","426954","53.7025121156177","-2.02838949818114"
"399027.112","423600.835","53.6862330567704","-2.08434400880339"
"401678.944","429470.899","53.6862451635486","-2.08376872731652"
"400040.52","425044.205","53.6859075734873","-2.08267762777027"
"397720.143","430409.182","53.6882716838802","-2.10999822612596"
"396758.396","426945.711","53.7094602635982","-2.07246929254348"
"403940.727","422437.787","53.7130505963976","-1.91958077108909"
"397225.939","429281.505","53.7118920121041","-1.90366323484176"
"406673.106","430654.843","53.7151914756709","-1.90368598890876"
"399685.912","424576.925","53.7151968256393","-1.90368276026587"
"404730.165","427142.156","53.7151968256393","-1.90368276026587"
"404571.813","426986.91","53.7007511199864","-1.93638474222449"
"400790.444","424752.42","53.6649051664717","-2.03336774798612"
"406586.999","430630.803","53.7065783899701","-2.06573903083574"
"409066.994","420062.703","53.7061915680343","-2.06486958728092"
"400891.022","424711.047","53.7104391938847","-2.10482595722729"
"397678.997","429775.002","53.7096852105714","-2.10805093963004"
"398310.976","429218.989","53.7325131234447","-1.99433562532874"
"398563.936","429184.52","53.7355346875128","-1.9405896292399"
"393082.965","423600.988","53.7336061288928","-1.98638740414739"
"396774.851","430392.286","53.7584089504105","-2.07205297721281"
"413221.379","423712.468","53.7446234235752","-2.08440217641527"
"414238.547","422205.3885","53.735967404688","-2.09163159942187"
"413834.916","421743.641","53.7354672258306","-2.0934151991717"
"397642.355","430871.966","53.7334431108094","-2.06030942140272"
"404318.068","427274.395","53.738721560675","-2.04910116426442"
"404345.909","427340.063","53.7539207162104","-1.99578042567583"
"395475.341","425923.568","53.7151332285645","-1.85153690751218"
"395203.056","429517.736","53.7019000045013","-1.88171992997464"
"404164.869","428478.881","53.6663009074279","-1.89400904870809"
"394691","427572.282","53.7332767971523","-1.98416171129544"
"405857.583","424458.491","53.7083698324846","-1.97250166220339"
"406352.657","429456.899","53.7084101376834","-1.97288455492861"
"395956.581","423182.983","53.7681067398206","-1.88605335431405"
"396110.047","423093.73","53.7684047746115","-1.88587631262879"
"402716.774","428943.015","53.7689235994801","-1.87423358251416"
"402942.735","429257.775","53.6838713451323","-1.73209525579344"
"400849.66","426493.643","53.6998001895009","-1.73864483875608"
"401082.812","427038.967","53.7186313321671","-1.79202841071792"
"404120.895","428004.983","53.7545671838582","-1.82875987846511"
"404468.976","428701.777","53.7548281678307","-1.8288967257514"
"404698.902","429642.886","53.7583622476964","-2.07217056561787"
"404840.887","429266.869","53.781193214166","-2.08798183059089"
"404125.007","428286.922","53.7811108781491","-2.08827546586479"
"404360.84","428627.026","53.7788492466534","-2.08872536006001"
"394970.72","420314.368","53.7783902710145","-2.11846220737111"
"394899.046","420190.84","53.7919603900996","-2.10436771643183"
"399967.35","422209.382","53.794636799542","-2.06002022014164"
"398354.609","429543.616","53.7995372962099","-2.04998628672902"
"398672.839","430195.054","53.8063518652884","-2.04962263576224"
"395370.395","423510.98","53.7065783899701","-2.06573903083574"
"394727.951","427529.737","53.6997776763285","-2.09987220270768"
"399388.121","428715.937","53.7462108392101","-1.81273544008433"
"398558.303","429094.405","53.74379645126","-1.84694217347833"
"395348.568","429593.464","53.7039201874341","-1.82680565320036"
"406452.862","428824.982","53.703828274048","-1.82715547574536"
"400501.989","424814.247","53.659356915134","-1.92500895077539"
"413326.53","423500.036","53.642391827225","-1.96064404662455"
"413447.339","423473.342","53.6430072086523","-2.01726888764461"
"412207.095","424723.007","53.6645956471831","-1.96855032854824"
"403837.284","428473.047","53.6655160281504","-1.98938008358335"
"394592.619","422632.452","53.6655168106043","-1.98937227714675"
"397822.299","430261.596","53.7143294032361","-1.94849973592905"
"402514.952","429074.856","53.713052006175","-1.91958217772683"
"395393.469","423482.697","53.7204896255083","-1.87018460935189"
"395735.034","423309.576","53.7200925652675","-1.86974457583528"
"397596.838","427297.991","53.7196535032286","-1.86989663849379"
"397325.143","429472.694","53.7314851647715","-1.8759837769823"
"403104.709","427614.813","53.727464289681","-1.88927396950317"
"406568.918","430647.022","53.7398205392047","-1.91175261638573"
"397971.022","426036.895","53.7492068058698","-1.90183886483215"
"394734.149","427006.586","53.7604391036409","-1.90346552176863"
"395515.313","427001.069","53.7648375888614","-1.9057456066434"
"395640.984","426950.212","53.7647246125233","-1.90551228555123"
"400367.116","426286.427","53.7641917540804","-1.90523616749848"
"400348.382","426244.037","53.7740549319902","-1.9045398749582"
"414858.218","423781.069","53.7617332399354","-1.93494609097967"
"415142.681","424038.316","53.7815702936899","-1.94161235203862"
"399191.617","422999.471","53.7813991370498","-1.94240949094382"
"401015.619","423919.239","53.7819623216582","-1.95362439767041"
"404232.97","428645.492","53.7025113704301","-2.02839031802958"
"410729.753","422126.906","53.6766664439175","-2.03694433174835"
"401015.388","424112.607","53.6762361802299","-2.03745733079471"
"396626.725","422996.525","53.6767561246002","-2.03789924423641"
"401222.813","426888.909","53.6750480031778","-2.04515634956689"
"409342.845","419763.508","53.677470696498","-2.05662018061034"
"397478.209","430926.126","53.684380307727","-2.06220012167182"
"401857.146","427132.983","53.712265185647","-2.16073780831417"
"398568.358","423409.93","53.7524997178305","-2.08626441165908"
"399194.703","428251.244","53.752739037527","-2.08670621647988"
"400227.757","428398.908","53.7556779504518","-1.92862702562062"
"400264.291","424556.556","53.7481928142262","-1.93850209259841"
"403666.98","428623.001","53.7597494264333","-1.92914137849354"
"403805.01","428763.178","53.7128983893507","-1.94225291544366"
"395126.39","419925.128","53.7675838671527","-2.0012037494084"
"403015.125","428079.16","53.6936270165122","-2.09400790399527"
"398339.718","429743.326","53.7392004006623","-1.94313008811528"
"398321.76","429670.46","53.7054194071078","-2.09223194265618"
"398441.53","429993.632","53.7191374668375","-1.81689333309682"
"394391.622","427231.297","53.7085466573294","-2.09892439423714"
"397038.103","427084.929","53.6977882116259","-2.0778830163535"
"403872.396","422181.288","53.7063755699052","-1.75121615836834"
"403848.502","422171.034","53.7074474703875","-1.74787933439472"
"399982.579","424972.554","53.7462682134084","-1.95546446492309"
"394426.237","427603.753","53.7453017117485","-1.95397078329707"
"400823.527","424590.654","53.7562998107749","-1.90886297066603"
"404637.895","428852.242","53.7650477631745","-1.93041840503004"
"395076.235","419971.466","53.7673646676277","-1.96505187931542"
"403047.038","428086.857","53.7729228616853","-1.96705935518975"
"407014.603","430406.325","53.7703622527408","-1.96732692958923"
"404064.748","429370.4","53.7662009175062","-1.96413639587022"
"403130.44","429555.833","53.7056117512421","-2.06486710866653"
"394832.724","420189.246","53.7052836686125","-2.06330531160941"
"399589.276","422780.804","53.7643397467043","-1.93408602401446"
"398342.472","429525.709","53.7025791217453","-2.13626811399342"
"398315.289","430459.43","53.6881076742437","-2.12825543443825"
"400867.678","424589.993","53.7576464498091","-2.07098792935418"
"401891.026","427193.187","53.7393305449197","-2.04430796674388"
"398564.067","429180.96","53.6808253383215","-2.11249530707944"
"395380.675","429464.262","53.7498949639699","-2.04766726171229"
"406474.74","428736.896","53.7498329416987","-2.0469091634721"
"406439.905","428849.886","53.7475693010144","-1.94101413576035"
"401129.215","427199.301","53.6850231897568","-2.08262520440726"
"400901.891","426588.444","53.7187574254535","-2.07011018642502"
"402126.729","428967.311","53.7059093280301","-2.10127302503864"
"406523.581","419705.214","53.7203655851639","-2.06798183005886"
"407471.058","420496.858","53.7282377137338","-2.11175779264508"
"396534.854","427026.542","53.7215927469175","-2.06777272922547"
"396540.476","426961.45","53.721161478224","-2.05967010396364"
"408282.895","420622.805","53.6865154308762","-2.08426329755078"
"400815.947","424521.561","53.7186232424543","-2.11008118593036"
"408174.23","420628.626","53.7206296551265","-2.06915093611519"
"407193.665","420307.405","53.7184593592445","-2.06942312210027"
"395669.461","422806.185","53.7259889823081","-2.05490941891636"
"413210.655","428817.313","53.7264094999784","-2.07128678373719"
"396869.063","429954.854","53.7275257065204","-2.07379599055235"
"400183.781","422818.498","53.6957091090365","-2.09639101615166"
"394881.443","420161.932","53.6844022289664","-2.08637966277362"
"394874.733","420187.084","53.7283336289657","-2.10636310398151"
"397568.913","426531.422","53.7268775778771","-2.0719098291488"
"403923.041","428755.929","53.7240399649622","-2.06338718442621"
"404698.758","428846.96","53.7191064173634","-2.06821394845474"
"403908.486","427999.021","53.7203325781205","-2.0679958261735"
"403899.587","427912.676","53.7186634075992","-2.07003417874367"
"404463.704","428698.434","53.6784506630657","-2.09482005490438"
"403634.17","427792.308","53.6785516500937","-2.09340986392313"
"399123.645","429010.811","53.7183731458808","-2.06140093562958"
"395815.385","423186.893","53.6796949444932","-2.09867444789023"
"395226.503","429432.044","53.6884318126089","-2.08730648454594"
"404025.534","428245.115","53.6909012816855","-2.09105271571611"
"397404.705","429566.881","53.7106949509053","-2.10267188777867"
"397704.924","429932.537","53.7048623927465","-2.11144435583347"
"404580.951","429725.993","53.6954496257875","-2.12557960928106"
"400228.715","425737.69","53.7213191049678","-2.08188628431201"
"396964.476","425803.472","53.6896852446705","-2.09498727613795"
"396926.717","425964.936","53.711113093628","-2.10791550017818"
"397321.991","431006.323","53.711113093628","-2.10791550017818"
"394748.063","422485.741","53.7195729425666","-2.08444570745509"
"398366.142","429351.585","53.7115781518457","-2.10720938357615"
"401703.931","429468.015","53.7239558792371","-2.10052163718643"
"395898.593","426697.858","53.6985815069651","-2.09849209379213"
"396065.108","426498.442","53.7118215066767","-2.07405122327136"
"396054.296","426582.453","53.7164497806177","-2.10082219307785"
"400817.283","424396.728","53.7165828257959","-2.10289844723062"
"403453.225","428416.016","53.6973153481552","-2.09724700215123"
"399846.079","427248.594","53.7279286547406","-2.11152078930905"
"399793.61","422833.525","53.7279286547406","-2.11152078930905"
"399862.533","422822.174","53.7121097907935","-2.0863247192663"
"400212.641","422196.362","53.7190309126394","-2.08724814484017"
"400964.263","423948.046","53.6833214356933","-2.09736801742212"
"402776.088","427938.385","53.727558351713","-2.09823509432748"
"397216.747","425961.858","53.6794031748684","-2.11363325823375"
"400861.456","424718.497","53.6873292152735","-2.10584071220234"
"412233.759","424644.859","53.7341395162581","-2.1122806619244"
"411340.602","425638.206","53.6993808739301","-2.11263579216562"
"398311.274","429133.322","53.696410573536","-2.11366407717224"
"401700.558","429498.387","53.6999069414076","-2.11383991724382"
"397452.05","427392.643","53.6908148660381","-2.11561765790158"
"397450.125","429444.473","53.6899447688444","-2.11643280568937"
"404093.021","422312.084","53.6900157840151","-2.11690286986487"
"406632.665","430636.763","53.7062316092344","-2.11708398459883"
"400279.716","425786.312","53.687891516989","-2.11805514339655"
"400328.957","424936.955","53.6870304049314","-2.11839424164585"
"399140.96","428882.308","53.7056375702271","-2.11844619294804"
"400821.827","426451.694","53.7055465719096","-2.11912728133485"
"400640.192","425336.737","53.6938743975004","-2.12424453847116"
"400260.605","427913.258","53.7091820079303","-2.12441075433083"
"406363.091","423928.765","53.6955776685906","-2.12799089531929"
"398510.909","422971.492","53.691461120846","-2.12783015189863"
"402803.785","428286.648","53.7252405061572","-2.12955136773421"
"395214.683","427018.624","53.7254307802156","-2.08776178845604"
"395763.459","426866.541","53.7250328024874","-2.09095926264571"
"395849.588","426777.231","53.7256239620297","-2.09384062179475"
"395922.563","426653.332","53.7258129887467","-2.09391661887417"
"395881.873","426736.48","53.7273762471597","-2.09529969990332"
"394572.018","427062.296","53.7097376949562","-2.09715427861044"
"393725.11","426831.091","53.6996866696912","-2.1002922615831"
"394610.595","427054.906","53.6994377621319","-2.1062340084646"
"400819.976","424495.416","53.6869961952793","-2.10723290447022"
"399319.149","423314.745","53.6867161693394","-2.10783798411784"
"399328.95","423503.32","53.6887204554579","-2.10905500244905"
"403132.561","428305.317","53.725943326585","-2.10939363533988"
"403511.424","428453.33","53.7035602231144","-2.10939616200011"
"403511.424","428453.33","53.6956863969481","-2.1097696556106"
"396044.867","427273.051","53.6990147896578","-2.11002448658613"
"398484.762","422960.598","53.7222893630122","-2.15470109814553"
"399436.597","422946.255","53.7307933903244","-2.13147833619242"
"398948.881","423025.443","53.732123583955","-2.13239141721779"
"401227.1","426318.93","53.7263327233734","-2.13334383034205"
"401274.565","426733.493","53.7257756348735","-2.13349387196074"
"404202.636","428952.42","53.7311275274554","-2.13816426283521"
"404130.951","429278.559","53.7336618854123","-2.13855223786632"
"395530.264","429531.647","53.7277410873557","-2.1442923063686"
"400482.815","422343.787","53.7290953374738","-2.14684360353798"
"399632.53","425693.76","53.7849289287069","-2.013429841843"
"397500.089","430924.668","53.7807122775841","-2.00603815285503"
"395282.728","429548.805","53.7640787884783","-2.00944576325893"
"395277.647","429544.138","53.785169968539","-2.01414290976543"
"394213.38","427791.72","53.7829527033367","-2.01635831196663"
"406460.407","428999.11","53.7828576402871","-2.01276387315993"
"408586.003","425852.035","53.7566651459509","-2.00749873363836"
"394895.489","420200.412","53.7613724081701","-1.99846847938056"
"403660.121","428537.33","53.7714241233247","-2.02064156097497"
"398446.837","430081.862","53.7692807450081","-2.0184424553103"
"397093.272","426921.45","53.7788561945692","-2.01941191187356"
"398508.929","430434.103","53.7833157830975","-2.01929665632666"
"406108.369","419706.672","53.7768847900636","-2.00773257357213"
"405922.819","419741.82","53.7807222312335","-2.00236870030737"
"407652.499","428314.624","53.7809812922087","-2.00413990477683"
"407694.865","428294.888","53.7606963445459","-1.99813246807742"
"395113.928","426043.326","53.7640856789182","-2.00136074322082"
"395669.473","422954.718","53.767818531724","-2.01951671660109"
"399925.583","427732.575","53.7911415476599","-2.00297220934672"
"400426.892","428470.007","53.7907294947442","-2.00280921143435"
"395125.769","427018.83","53.7922666551072","-2.00179399743046"
"398686.285","423296.749","53.7923156909224","-2.00308515268011"
"400238.871","426203.979","53.7685320865644","-1.97757351799275"
"399880.832","426026.301","53.7793590924068","-2.00571318671414"
"404043.528","428019.27","53.7769686997768","-1.99960356982289"
"404802.666","429379.867","53.7840048189095","-2.01452002596584"
"404020.497","428037.943","53.7830587153914","-2.01658833481787"
"404476.416","428712.686","53.7703439534471","-2.02095368547753"
