"features.properties.CNTR_X","features.properties.CNTR_Y","Lat","Long"
"390898.974","426666.039","53.7240157109712","-2.09293759230759"
"413134.018","429179.013","53.7237206137467","-1.77195472709961"
"415137.967","424980.019","53.7158008929948","-1.98760284284193"
"400784","425637.046","53.7632899454266","-2.02539678317494"
"404283.994","430073.975","53.7419567880651","-2.03650021058088"
"402298.003","420735.067","53.6582951936037","-1.94788660275876"
"399864.029","421427.017","53.7627135749582","-2.00304899950221"
"399797.997","421515.024","53.6952945122511","-1.83752463860279"
"404701.994","430262.957","53.7280116705833","-2.11145176506372"
"404571.005","429647.993","53.7282297119495","-2.11172079970894"
"413171.972","429068.976","53.7471488780025","-1.99442664078863"
"395336.04","432600.961","53.698602863767","-1.83850358673184"
"398066.991","426133.983","53.6814545284174","-1.88047543817817"
"401868.019","419261.932","53.6735300546799","-1.90461252144206"
"401897.003","419134.997","53.7455092605915","-2.08745525710721"
"401828.004","419002.017","53.7133335621555","-1.98521574353292"
"398822.99","420275.963","53.732368094314","-1.99470050639552"
"396355.998","424939.994","53.7132775862168","-1.9879390759289"
"417426.049","422109.034","53.7206860240306","-1.81791380872569"
"399211.012","420670.966","53.7166713701899","-1.8120153190181"
"415003.006","422684.978","53.7392166370859","-1.97463066583081"
"393558.254","427855.473","53.7423257072451","-2.02806508436858"
"395939.859","425998.888","53.7470771229127","-1.79452934823545"
"401697.987","419164.963","53.7337516533373","-2.03036880749848"
"391369.003","424454.018","53.741936934076","-1.97269729115256"
"402930.988","421799.024","53.7557979403516","-1.92845007377773"
"399477.998","432410.001","53.7484873211626","-1.93986591851121"
"397470.201","431558.432","53.7462611066474","-1.94490866694237"
"417032.02","422502.018","53.7345212419047","-2.06028337193529"
"399906.024","422461.044","53.7339847571822","-2.03670364262437"
"417553.997","422024.948","53.6780242907419","-2.08109335203881"
"401250.986","418426.967","53.7371228253699","-1.93685508259798"
"398308.988","426666.039","53.7878030003221","-1.990987944853"
"416864.012","422717.036","53.787919980409","-1.98862465836142"
"416898.012","422661.973","53.6829702335883","-2.09251846253201"
"403239.007","416463.021","53.7154394883391","-2.0510118582756"
"403015.996","417044.966","53.7398157197887","-1.97560275067357"
"402955.027","417416.967","53.7201829463935","-1.81776581927917"
"403268.017","416480.062","53.728405616473","-1.99572090629146"
"403676.029","416761.053","53.6786326265802","-1.96219398040454"
"403418.03","417033.999","53.7223410563031","-1.94277620212259"
"403295.022","416728.071","53.711628384046","-1.98784719266289"
"404915.983","417790.034","53.7521087478634","-1.93654032505888"
"394752.911","432027.593","53.6481241778616","-1.94240042803044"
"402918.43","428778.808","53.6564050060278","-1.94529535881157"
"398541.031","419988.988","53.6490502589204","-1.94096218122389"
"403126.992","429073.986","53.7274686266608","-1.93607751328862"
"396042.038","433507.977","53.7030333698181","-1.916526342514"
"404297.024","428836.018","53.6799019652048","-2.0982813817906"
"400726.996","432139.972","53.7144099379348","-2.07594922430633"
"400978.066","432298.781","53.7193429197947","-2.08511882649141"
"400641.994","425115.997","53.7639177238184","-1.93160615295432"
"401671.996","419248.954","53.7464930906298","-1.94205428756625"
"403860.016","420029","53.7106949509053","-2.10267188777867"
"400793.973","423961.035","53.6539200344353","-1.9081724883181"
"403766.185","422143.489","53.7383205816032","-1.97832116401042"
"400051.033","431245.054","53.6905292168843","-2.09071271023062"
"397459.6","431574.459","53.7181887042433","-2.08347271542157"
"398771.02","429656.958","53.7236631848205","-1.94005227220822"
"401093.016","432399.048","53.718860866585","-2.08641504592192"
"392941.306","425858.601","53.7266402848804","-1.98826810621188"
"401467.011","424694.044","53.7118215066767","-2.07405122327136"
"399154.981","420572.066","53.6769382366225","-1.89465524125143"
"397668.009","418794.09","53.7663814172353","-1.95424082578016"
"403454.029","421160.972","53.6973153481552","-2.09724700215123"
"404855.987","424274.015","53.7279286547406","-2.11152078930905"
"398575.933","430725.37","53.7398167175788","-1.97560275009569"
"400439.288","428470.119","53.7673446715527","-1.96124163031265"
"400617.981","428487.042","53.7677937450921","-1.96126359658299"
"403167.982","427780.077","53.7652783385861","-1.96132678144409"
"398279.977","429531.963","53.6983762434314","-1.92942641466639"
"397702.485","418763.143","53.7190309126394","-2.08724814484017"
"390813.967","425017.962","53.6558792231319","-1.90813033874747"
"403037.014","421083.038","53.6714847179963","-1.8983769119667"
"402583.027","421082.001","53.6581953884126","-1.90443268882183"
"399904.017","423335.942","53.6914676968624","-2.1024730432536"
"409241.028","421419.066","53.735406610742","-1.93621708180486"
"399484.027","431262.005","53.6967501468091","-1.93164082828214"
"399036.981","420437.019","53.7393532773773","-1.94957459068583"
"397657.839","418804.887","53.7094801736052","-1.99239392947433"
"412730.99","429713.94","53.7086080761373","-1.99384816041524"
"412868.982","429491.022","53.7061178771968","-1.99506043516961"
"406217.995","424301.848","53.7005724828453","-1.99763699908775"
"402410.982","420660.021","53.7534459216219","-2.01061718493288"
"402908.984","421485.044","53.7615646635477","-2.01676476150332"
"394394.03","431668.986","53.7573634103513","-2.02334467497454"
"413599.001","423415.032","53.7082758618374","-2.12296863912177"
"398131.91","417645.631","53.6885606982719","-2.12518300156417"
"403265.982","417953.967","53.691805135949","-2.12604090847434"
"403437.976","418002.037","53.7358509927407","-2.12649051068461"
"397797.681","418721.376","53.7375462803147","-2.12981592254014"
"403442.02","418359.941","53.7581235503968","-2.02899936559671"
"408586.003","425852.035","53.7592757106455","-2.03291783177378"
"402955.339","421490.968","53.750223843805","-2.0357715750552"
"390311.965","423784.967","53.7629981766331","-2.04005675766067"
"390323.006","423919.015","53.7642473211707","-2.04041376411294"
"390434.023","424267.037","53.7656995587596","-2.0419048861648"
"390438.01","423834.996","53.7670767764533","-2.04348502073565"
"390591.572","425628.577","53.7694041065922","-2.04407595551458"
"390629.007","425574.983","53.7242137417749","-2.09306459081055"
"390726.02","424010.986","53.7085344567689","-2.09489410389858"
"391077.992","423691.975","53.6977745947318","-2.10633611139927"
"391174.981","426147.027","53.6885654677578","-2.11062920081933"
"391175.969","426910.055","53.7314417822782","-2.15327940969864"
"391219.002","427377.047","53.7320175420281","-2.13051216339862"
"391236.978","427185.978","53.7355131489136","-2.13910326403797"
"391239.961","427089.064","53.7349740823685","-2.13946533279618"
"391253.977","423138.026","53.7362412541421","-2.13947028554134"
"391255.02","427204.969","53.7160519456511","-1.98942704294962"
"391266.956","427521.039","53.6746563551755","-1.91272048607446"
"391281.023","427001.979","53.7158159596325","-1.99277248726527"
"391302.953","427619.993","53.7532478830742","-1.79364096320772"
"391311.964","426899.004","53.6854576762898","-1.85776088157772"
"391312.013","427669.042","53.7069368077992","-1.7957029290007"
"391313.002","426889.99","53.7576343640271","-2.01835404393615"
"391319.967","423930.954","53.7263274900183","-1.93686769556932"
"391340.07212471","426749.41789022","53.7041858151285","-2.00413562097907"
"388787.038","425434.981","53.6900272556571","-2.09401914042388"
"389043.754","425729.328","53.7356749045392","-2.12273001063945"
"389220.783","423721.504","53.7584773752668","-2.07067447072756"
"389200.995","423727.669","53.7853565104574","-2.06745563448042"
"389371.999","423861.012","53.7498046559578","-1.94966308396604"
"389424.042","426095.06","53.7277624882999","-1.78622122162402"
"389642.967","423954.973","53.6605136100096","-1.90409446128952"
"389991.988","426019.032","53.7547049225318","-2.06476689013038"
"389998.002","423677.93","53.7862478048179","-2.0803293337065"
"390174.964","423705.924","53.7528966677998","-2.06186066841714"
"392892.956","427376.042","53.7501611900918","-2.05704030316868"
"393864.984","425316.98","53.7405981692661","-2.06956813969486"
"396687.983","426456.989","53.7152441513133","-2.14518915267024"
"396737.002","426371.95","53.6541530619036","-1.90851251173827"
"396942.716","426301.379","53.7035097953921","-2.01957352990158"
"397565.011","428178.967","53.7048849151586","-2.02270985643064"
"398237.984","427730.047","53.696236009567","-2.09075125928184"
"391407.007","426252.066","53.693407818019","-2.00293802783452"
"391524.007","427246.078","53.7162697534843","-2.10104822773883"
"391560.86109824","426501.06506726","53.7625489085141","-2.08441132784005"
"391706.991","426922.976","53.751948734827","-1.93696938527285"
"391720.965","427549.015","53.748989340372","-1.93681849965643"
"391742.84","426717.747","53.6586413630864","-1.96328659641769"
"391816.961","426816.971","53.7019473196564","-1.91842166016195"
"391858.013","426679.046","53.7118697475569","-2.08602070472712"
"391893.959","426789.019","53.669658463408","-1.89589881300531"
"391900.899","426645.704","53.7694937461192","-1.87061607789836"
"391904.986","426985.041","53.7176926835925","-2.08621513943707"
"391989.971","427154.009","53.7607635964545","-1.86876225522969"
"392053.011","426951.071","53.761897716629","-1.86998740776167"
"392077.964","426885.051","53.7173591034973","-1.98886187147208"
"392092.009","426842.97","53.7143607328805","-1.98916514374775"
"392411.98","427116.02","53.709875217599","-1.99181782659761"
"398473.886","427543.152","53.707763027254","-1.99633351816604"
"399139.69","428176.154","53.7782650161234","-2.01159497632161"
"400525.027","423709","53.758397397373","-2.01665881604758"
"408362.978","426953","53.7667843352522","-2.01738953251332"
"408364.979","428184.99","53.7576923602347","-2.01776596112665"
"408362.108","429809.686","53.7577204352819","-2.02284759741899"
"408375.736","429782.34","53.7436368164119","-2.02367044890003"
"408419.036","428344.968","53.7265804427352","-2.11078977605482"
"408427.033","426801.021","53.7406663130692","-2.11113041390361"
"408465.02","426509.031","53.689514671257","-2.1146446265096"
"408480.987","428770.976","53.7038123616776","-2.1159979686487"
"408521.022","430009.018","53.6964876496471","-2.11743553122648"
"408594.002","422506.059","53.7358088667654","-2.11953958743404"
"414619.027","425687.019","53.7077988204477","-2.12320969792383"
"414647.995","425793.03","53.7077698363248","-2.1245688730932"
"415826.994","421906.068","53.706861787439","-2.12836739463359"
"391302.953","427619.993","53.7350389263707","-2.12927791037694"
"404481.001","429809.012","53.7578364608762","-2.0243807968649"
"393527.489","420774.811","53.7467642791231","-2.02748271022686"
"406883.992","419349.027","53.7502858377819","-2.03499244948557"
"408408.972","430600.959","53.7646603925999","-2.04097881983056"
"404235.005","426848.977","53.7712503491114","-2.04263860119153"
"406840.001","418922.961","53.7716954144502","-2.04356571042217"
"415037.024","425307.03","53.7349550740443","-2.0515146307627"
"404263.989","426668.986","53.7352951307507","-2.05168462334139"
"408552.975","430462.028","53.7496230320196","-2.05330894998912"
"404911.995","422539.022","53.7321257570334","-2.0913389425907"
