type,features.type,features.geometry.type,features.geometry.coordinates.0,features.geometry.coordinates.1,features.properties.export_mpan_msid,features.properties.import_mpan_msid,features.properties.customer_name,features.properties.customer_site,features.properties.address_line_1,features.properties.address_line_2,features.properties.town_city,features.properties.county,features.properties.postcode,features.properties.country,features.properties.location_x_coordinate_eastings_where_data_is_held,features.properties.location_y_coordinate_northings_where_data_is_held,features.properties.grid_supply_point,features.properties.bulk_supply_point,features.properties.primary,features.properties.point_of_connection_poc_voltage_kv,features.properties.licence_area,features.properties.energy_source_1,features.properties.energy_conversion_technology_1,features.properties.chp_cogeneration_yes_no,features.properties.storage_capacity_1_mwh,features.properties.storage_duration_1_hours,features.properties.energy_source_energy_conversion_technology_1_registered_capacity_mw,features.properties.energy_source_2,features.properties.energy_conversion_technology_2,features.properties.chp_cogeneration_2_yes_no,features.properties.storage_capacity_2_mwh,features.properties.storage_duration_2_hours,features.properties.energy_source_energy_conversion_technology_2_registered_capacity_mw,features.properties.energy_source_3,features.properties.energy_conversion_technology_3,features.properties.chp_cogeneration_3_yes_no,features.properties.storage_capacity_3_mwh,features.properties.storage_duration_3_hours,features.properties.energy_source_energy_conversion_technology_3_registered_capacity_mw,features.properties.flexible_connection_yes_no,features.properties.connection_status,features.properties.already_connected_registered_capacity_mw,features.properties.maximum_export_capacity_mw,features.properties.maximum_export_capacity_mva,features.properties.maximum_import_capacity_mw,features.properties.maximum_import_capacity_mva,features.properties.date_connected,features.properties.accepted_to_connect_registered_capacity_mw,features.properties.change_to_maximum_export_capacity_mw,features.properties.change_to_maximum_export_capacity_mva,features.properties.change_to_maximum_import_capacity_mw,features.properties.change_to_maximum_import_capacity_mva,features.properties.date_accepted,features.properties.target_energisation_date,features.properties.distribution_service_provider_y_n,features.properties.transmission_service_provider_y_n,features.properties.reference,features.properties.in_a_connection_queue_y_n,features.properties.distribution_reinforcement_reference,features.properties.transmission_reinforcement_reference,features.properties.last_updated
"FeatureCollection","Feature","Point",-1.1605328867160694,54.586629247746096,"Data Not Available","Data Not Available","Tees Valley Energy Recovery","Tees Valley Energy Recovery","Grangetown Prairie","Land east of John Boyle Road and west of Tees Dock","Grangetown","North Yorkshire","TS6 6TY","England",454349,521594,"Norton","North Tees","Tees Valley Energy",66,"Northern Powergrid (Northeast) plc","Fossil - Gas","Steam turbine (thermal power plant)","No","","",49.9,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",49.9,42,44.211,"","","2021-06-01 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.4739845761406083,54.939405453360138,"Data Not Available","Data Not Available","West Boldon (Triangular Field) BESS","West Boldon (Triangular Field) BESS","Triangular Field","South East of West Boldon Substation","West Boldon","Tyne and Wear","NE36 0BG","England",433798,560653,"West Boldon","West Boldon","West Boldon BESS",66,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",63,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",63,60,63.158,"","","2021-07-26 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.5231169809594129,55.02551688762135,"Data Not Available","Data Not Available","Holystone Park","Holystone Park","Holystone Park","Holystone","North Tyneside","Tyne and Wear","NE27 0UN","England",430585,570213,"Tynemouth","Holystone BESS","Holystone BESS Direct",132,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",49.9,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",49.9,49.9,52.526,"","","2022-03-09 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.3181883627773114,54.551941230954569,"Data Not Available","Data Not Available","Preston","Preston","Land at Preston Farm Industrial Estate","Westland Way","Stockton-On-Tees","County Durham","TS18 3TG","England",444198,517624,"Norton","Bowesfield","Preston Direct",132,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",50,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",50,49.9,52.526,"","","2022-04-14 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.3046333040455964,54.697964649283627,"Data Not Available","Data Not Available","Whelley Hill Charging Site","Whelley Hill Charging Site","Whelley Hill Farm","Worest Lane","Hartlepool","County Durham","TS27 3BH","England",444914,533881,"Hartmoor","Hartmoor","Hartmoor 66/20kV",20,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",6,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",6,6,6.316,"","","2021-10-27 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.7748988731458848,54.761648754862804,"Data Not Available","Data Not Available","High Hedley Hope 25.2MW Wind Farm","High Hedley Hope 25.2MW Wind Farm","High Hedley Hope Farm","Towlaw","Bishop Auckland","County Durham","DL13 4PR","England",414583,540769,"Spennymoor GSP","High Hedley Hope Wind Farm","High Hedley Hope Wind Farm Direct",132,"Northern Powergrid (Northeast) plc","Wind","Onshore wind turbines","No","","",25.2,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",25.2,25.2,26.526,"","","2022-03-01 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.7441117487762161,54.978662725289865,"Data Not Available","Data Not Available","Newburn Bridge BESS","Newburn Bridge BESS","Land SW of Newburn Bridge","Parsons Haugh","Ryton","Tyne and Wear","NE15 8NR","England",416476,564925,"Stella South","Newburn Bridge BESS","Newburn Bridge BESS Direct",132,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",80,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",80,80,84.211,"","","2022-03-11 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.7321293976446095,54.978475202669053,"Data Not Available","Data Not Available","Shelley Road BESS","Shelley Road BESS","Stella North","Shelley Road","Newcastle Upon Tyne","Tyne and Wear","NE15 9RT","England",417243,564907,"Stella North","Shelley Road BESS","Shelley Road BESS Direct",132,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",94.1,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",94.1,94.1,99.053,"","","2022-06-30 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.1901459098292109,54.60011380835337,"Data Not Available","Data Not Available","Huntsman Drive","Huntsman Drive","North Tees Site","Huntsman Drive","Middlesbrough","North Yorkshire","TS2 1TT","England",452418,523072,"Saltholme","North Bank","North Bank Direct",11,"Northern Powergrid (Northeast) plc","Fossil - Oil","Engine (combustion / reciprocating)","No","","",4.3,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",4.3,0,0,"","","2022-05-18 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.2879302259981817,54.69573782905659,"Data Not Available","Data Not Available","Hartmoor 2 Gas","Hartmoor 2 Gas","Hartmoor 2 Gas","Land to the East of Worset Lane","Hartlepool","County Durham","TS27 3BL","England",445993,533644,"Hartmoor","Hartmoor","Hartmoor 2 Gas",66,"Northern Powergrid (Northeast) plc","Fossil - Gas","Engine (combustion / reciprocating)","Yes","","",49.5,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",49.5,49.5,52.105,"","","2022-09-23 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.4584284088632413,54.97962299773387,"Data Not Available","Data Not Available","Port of Tyne BESS Extension","Port of Tyne BESS Extension","Tyne Dock Link","West Tyne Dock","South Shields","County Durham","NE34 9PL","England",434760,565136,"South Shields","South Shields","Jarrow Road BESS",33,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",35.12,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",35.12,0,0,"","","2022-11-29 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-0.99652405507039288,53.942212813880637,"Data Not Available","Data Not Available","Clock and Grimeston Farm Solar & BESS","Clock and Grimeston Farm Solar & BESS","Clock and Grimston Farm","Elvington Lane","York","North Yorkshire","YO19 5LU","England",465967,450033,"Osbaldwick","Clock and Grimeston Farm","Clock and Grimeston Farm Direct",132,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",100,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",100,83,87.368,"","","2022-11-21 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.7285040916210841,54.881145622196271,"Data Not Available","Data Not Available","Harperley Lane Solar & BESS","Harperley Lane Solar & BESS","LAND AT NEW HOUSE","LAND AT NEW HOUSE","TANTOBIE","County Durham","DH9 9TU","England",417517,554077,"Stella South","Harperley Lane","Harperley Lane Direct",132,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",130,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",130,49.9,52.526,"","","2022-10-19 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.4752081548265163,54.922147893165629,"Data Not Available","Data Not Available","Washington Street BESS","Washington Street BESS","Land North of Washington Street","North Hylton","Sunderland","Tyne and Wear","SR5 3HZ","England",433734,558732,"West Boldon","West Boldon","Washington Street BESS",66,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",45,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",45,45,47.368,"","","2023-03-01 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.5485160571942489,54.699369516601344,"Data Not Available","Data Not Available","The Tavern BESS","The Tavern BESS","The Tavern","East Howle","Ferryhill","County Durham","DL17 8SA","England",429195,533909,"Spennymoor GSP","The Tavern BESS","The Tavern BESS Direct",132,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",100,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",100,99.9,105.158,"","","2023-04-03 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.3937333751828207,54.803686023493817,"Data Not Available","Data Not Available","Woodland BESS","Woodland BESS","Woodland Farm","Windermere Road","South Hetton","County Durham","DH6 2RX","England",439070,545592,"Hawthorn Pit Grid","Hawthorn Pit Grid","Woodland BESS",66,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",101.3,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",101.3,89.5,94.211,"","","2023-05-19 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.5019798397836397,54.908385478071189,"Data Not Available","Data Not Available","Spire Road Flexible Energy Park","Spire Road Flexible Energy Park","Land at East side of","Spire Road","Washington","Tyne and Wear","NE37 3ES","England",432029,557188,"West Boldon","West Boldon","Usworth",11,"Northern Powergrid (Northeast) plc","Fossil - Gas","Engine (combustion / reciprocating)","Yes","","",7.8,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",7.8,7.8,8.211,"","","2022-12-21 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.7004437454682408,54.68178566677755,"Data Not Available","Data Not Available","Wadsworth Farm BESS","Wadsworth Farm BESS","Wadsworth Farm","Toronto","Bishop Auckland","County Durham","DL14 7RL","England",419412,531900,"Spennymoor GSP","Wadsworth Farm BESS","Wadsworth Farm BESS Direct",132,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",50,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",50,50,52.632,"","","2023-06-22 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.6901159483088604,54.399805287030858,"Data Not Available","Data Not Available","Broken Brae Hybrid","Broken Brae Hybrid","Land at BROKEN BRAE","AND Land at DARLINGTON ROAD","Richmond","North Yorkshire","DL10 7EY","England",420216,500526,"Norton","Leeming Bar","Broken Brae Hybrid",33,"Northern Powergrid (Northeast) plc","Wind","Onshore wind turbines","No","","",80.5,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",80.5,30,31.579,"","","2023-09-28 00:00:00","","","","","","","",2023-10-13 00:00:00.000
"FeatureCollection","Feature","Point",-1.7255367249647087,54.842991717959187,"Data Not Available","Data Not Available","Annfield Energy Park","Annfield Energy Park","Chapman's Well Local Nature Reserve","Lanchester Road","Annfield","County Durham","DH7 0QU","England",417724,549832,"Stella South","Annfield","Annfield Energy Park",66,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",60.8,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",60.8,52.6,55.368,"","","2023-11-22 00:00:00","","","","","","","",2024-01-17 00:00:00.000
"FeatureCollection","Feature","Point",-1.4892254995132888,54.039311278537596,"Data Not Available","Data Not Available","Lingerfield BESS","Lingerfield BESS","Land at Market Flat Lane","Lingerfield","Harrogate","North Yorkshire","HG5 9JB","England",433548,460491,"Knaresborough","Lingerfield BESS","Lingerfield BESS Direct",132,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",52.3,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",52.3,50,52.632,"","","2023-12-14 00:00:00","","","","","","","",2024-01-17 00:00:00.000
"FeatureCollection","Feature","Point",-1.4344535697168317,54.789701650941723,"Data Not Available","Data Not Available","Colliery Farm SPV & BESS","Colliery Farm SPV & BESS","Colliery Farm","High Haswell","Durham","County Durham","DH6 2AA","England",436465,544014,"Hawthorn Pit Grid","Colliery Farm SPV & BESS","Colliery Farm SPV & BESS Direct",132,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",320.3,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",320.3,150,157.895,"","","2023-12-18 00:00:00","","","","","","","",2024-01-17 00:00:00.000
"FeatureCollection","Feature","Point",-1.310061674070802,54.683463953426489,"Data Not Available","Data Not Available","High Barnes Farm Hybrid","High Barnes Farm Hybrid","High Barnes Farm","Coal Lane","Hartlepool","County Durham","TS27 3HE","England",444580,532264,"Hartmoor","Hartmoor","High Barnes Farm Hybrid",66,"Northern Powergrid (Northeast) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",75,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",75,49.9,52.526,"","","2023-12-12 00:00:00","","","","","","","",2024-01-17 00:00:00.000
"FeatureCollection","Feature","Point",-0.10350007751576613,53.584761788100259,"Data Not Available","Data Not Available","Grimsby CHP (Ex-Huntsman Tioxide) (Accepted)","Grimsby CHP (Ex-Huntsman Tioxide) (Accepted)","Grimsby CHP","Moody Lane","Grimsby","Lincolnshire","DN31 2SW","England",525643,411469,"Grimsby West","Yarborough Road 132/33kV","Tioxide 1/2",33,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",2,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",2,2,2.105,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.22731088878433275,53.748011793353392,"Data Not Available","Data Not Available","Staithes Road Mixed Technology (Saltend Lane Mixed Generation)","Staithes Road Mixed Technology (Saltend Lane Mixed Generation)","Staithes Road","Hedon","Hull","East Yorkshire","HU12 8DX","England",516995,429418,"Saltend North","Saltend Lane Generation","Saltend Lane Generation Direct",132,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","No","","",50,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",50,50,52.632,"","","2017-06-01 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.3640330049568965,53.547072962860504,"Data Not Available","Data Not Available","Park Spring Wind Farm","Park Spring Wind Farm","Park Spring Wind Farm","Little Houghton","Barnsley","South Yorkshire","S72 0GX","England",442237,405792,"West Melton Section 3","West Melton","Houghton Main",11,"Northern Powergrid (Yorkshire) plc","Wind","Onshore wind turbines","No","","",8.5,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",8.5,6.5,6.842,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.4191295366193692,53.428227763762834,"Data Not Available","Data Not Available","Grange Mill Gas Farm","Grange Mill Gas Farm","Grange Mill Gas Farm","Droppingwell Road","Rotherham","South Yorkshire","S61 2DN","England",438694,392539,"Wincobank","Wincobank","New Droppingwell Road",11,"Northern Powergrid (Yorkshire) plc","Waste","Gas turbine (OCGT)","No","","",6,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",6,6,6.316,"","","2017-04-04 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.1382935182322724,53.526514194880576,"Data Not Available","Data Not Available","Friar's Gate Generation","Friar's Gate Generation","Friars Gate","Greyfriars Road","Doncaster","South Yorkshire","DN1 1QN","England",457222,403662,"West Melton / Thorpe Marsh","Doncaster Central","Friarsgate Generation",33,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Engine (combustion / reciprocating)","No","","",21,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",21,21,22.105,"","","2017-11-01 00:00:00","","","","","","","",2023-09-11 00:00:00.000
