Unique Postal Districts,Customer Numbers,Number of PVs,Number of Heat Pumps,Number of Energy Storage,Number of EV Chargers ,Total Number of LCTs,% Of Connections with LCT,% of Connections with PV,PV Band,% of Connections with Heatpumps,Heatpump Band,% of Connections with Energy Storage,Energy Storage Band,% of Connections with EV Chargers,EV Band,Geo Point,Geo Shape
LS25,19100.0,802.0,391.0,2.0,856.0,2051.0,10.74,4.2,25%-50%,2.05,25%-50%,0.01,0%-25%,4.48,25%-50%,"53.789476397479646, -1.2893384958694625","{""coordinates"": [[[[-1.12927, 53.77663], [-1.1297, 53.7768], [-1.12779, 53.77873], [-1.12746, 53.77844], [-1.12716, 53.77809], [-1.12632, 53.77698], [-1.12675, 53.77662], [-1.12779, 53.77649], [-1.12869, 53.77654], [-1.12927, 53.77663]]], [[[-1.21861, 53.7369], [-1.21876, 53.73676], [-1.21891, 53.73641], [-1.22152, 53.73225], [-1.22391, 53.73131], [-1.22994, 53.73236], [-1.23212, 53.73321], [-1.23988, 53.73313], [-1.24596, 53.73547], [-1.24726, 53.73404], [-1.24866, 53.73348], [-1.2578, 53.73075], [-1.25781, 53.73076], [-1.25786, 53.73079], [-1.2581, 53.73099], [-1.25828, 53.73114], [-1.25842, 53.73127], [-1.25879, 53.7316], [-1.25992, 53.73201], [-1.26274, 53.73211], [-1.26559, 53.73307], [-1.26603, 53.73498], [-1.26477, 53.73541], [-1.26556, 53.73627], [-1.26525, 53.73662], [-1.26481, 53.73686], [-1.26609, 53.73848], [-1.26681, 53.73878], [-1.26703, 53.73883], [-1.27037, 53.73943], [-1.26992, 53.74157], [-1.27044, 53.74227], [-1.27075, 53.74261], [-1.26957, 53.7471], [-1.27062, 53.74773], [-1.27113, 53.74849], [-1.27136, 53.74932], [-1.27234, 53.75235], [-1.27015, 53.75285], [-1.26885, 53.75626], [-1.2691, 53.75705], [-1.26939, 53.75721], [-1.27212, 53.75797], [-1.27325, 53.75749], [-1.27409, 53.75709], [-1.27453, 53.75688], [-1.27901, 53.7545], [-1.28103, 53.75458], [-1.28231, 53.75482], [-1.28308, 53.75543], [-1.28425, 53.75622], [-1.2845, 53.75628], [-1.29055, 53.75649], [-1.29261, 53.7557], [-1.29795, 53.75166], [-1.30132, 53.75073], [-1.30144, 53.75067], [-1.30567, 53.7512], [-1.30681, 53.75253], [-1.30767, 53.75341], [-1.30928, 53.75438], [-1.31101, 53.75463], [-1.31246, 53.75625], [-1.31392, 53.75652], [-1.31455, 53.7577], [-1.31587, 53.75777], [-1.31636, 53.75855], [-1.3178, 53.75882], [-1.31873, 53.75857], [-1.32003, 53.75851], [-1.32043, 53.75976], [-1.32051, 53.75982], [-1.32288, 53.76024], [-1.32301, 53.76083], [-1.32475, 53.76162], [-1.32481, 53.76258], [-1.32666, 53.76321], [-1.32697, 53.76323], [-1.32772, 53.7628], [-1.32823, 53.7628], [-1.33087, 53.76204], [-1.33142, 53.76309], [-1.33268, 53.76316], [-1.33434, 53.76241], [-1.33435, 53.76241], [-1.33635, 53.76257], [-1.338, 53.76179], [-1.33877, 53.76175], [-1.34157, 53.76366], [-1.34257, 53.76344], [-1.3452, 53.76246], [-1.3456, 53.76251], [-1.34593, 53.76246], [-1.34741, 53.76086], [-1.34904, 53.7602], [-1.34941, 53.75948], [-1.35162, 53.76122], [-1.35224, 53.76099], [-1.35454, 53.76004], [-1.35492, 53.75919], [-1.35614, 53.75907], [-1.35827, 53.75921], [-1.36005, 53.75994], [-1.36074, 53.75979], [-1.36779, 53.76053], [-1.36789, 53.76046], [-1.36796, 53.75757], [-1.37077, 53.75788], [-1.37273, 53.75923], [-1.37417, 53.75783], [-1.37587, 53.75756], [-1.37631, 53.75801], [-1.38006, 53.75806], [-1.38136, 53.7585], [-1.38158, 53.75852], [-1.38224, 53.75912], [-1.38249, 53.75939], [-1.38475, 53.75893], [-1.38553, 53.75877], [-1.38561, 53.75881], [-1.3857, 53.7588], [-1.38776, 53.75899], [-1.38818, 53.75988], [-1.38774, 53.76014], [-1.3872, 53.76019], [-1.38635, 53.76106], [-1.38678, 53.76146], [-1.38667, 53.76203], [-1.38654, 53.76216], [-1.38651, 53.76219], [-1.38597, 53.76261], [-1.38576, 53.76275], [-1.38572, 53.76282], [-1.38568, 53.76296], [-1.38564, 53.76306], [-1.38563, 53.76308], [-1.38559, 53.76314], [-1.38568, 53.76324], [-1.38573, 53.76332], [-1.38583, 53.7635], [-1.38594, 53.76374], [-1.38604, 53.76402], [-1.38609, 53.76419], [-1.38614, 53.76444], [-1.38615, 53.76486], [-1.38589, 53.76532], [-1.38568, 53.76584], [-1.38851, 53.76845], [-1.38821, 53.76871], [-1.38806, 53.7701], [-1.38806, 53.77019], [-1.38825, 53.77125], [-1.39118, 53.77287], [-1.39298, 53.77243], [-1.3958, 53.77331], [-1.39366, 53.77605], [-1.39503, 53.77639], [-1.3966, 53.77927], [-1.39722, 53.7797], [-1.39811, 53.7807], [-1.39829, 53.78077], [-1.39849, 53.78089], [-1.39987, 53.78133], [-1.39996, 53.78136], [-1.4009, 53.78184], [-1.40566, 53.78097], [-1.40727, 53.7796], [-1.40837, 53.77985], [-1.41059, 53.78149], [-1.41196, 53.78126], [-1.41385, 53.78149], [-1.41417, 53.78177], [-1.41304, 53.78302], [-1.41408, 53.78397], [-1.41346, 53.78564], [-1.41373, 53.78574], [-1.41567, 53.78612], [-1.41584, 53.78649], [-1.4134, 53.78843], [-1.41364, 53.78881], [-1.41329, 53.7893], [-1.41091, 53.79016], [-1.41328, 53.79135], [-1.41321, 53.7915], [-1.41357, 53.79263], [-1.41457, 53.79289], [-1.41449, 53.79438], [-1.41463, 53.79444], [-1.41395, 53.7959], [-1.41571, 53.79676], [-1.41573, 53.79678], [-1.41432, 53.79804], [-1.4129, 53.79857], [-1.4131, 53.79933], [-1.41001, 53.80024], [-1.41002, 53.80053], [-1.4087, 53.80088], [-1.40752, 53.80032], [-1.40699, 53.80073], [-1.4041, 53.80044], [-1.40353, 53.80293], [-1.40101, 53.80272], [-1.40099, 53.80272], [-1.39616, 53.80326], [-1.39709, 53.80662], [-1.39894, 53.80646], [-1.40276, 53.80705], [-1.40298, 53.80719], [-1.40229, 53.8092], [-1.40305, 53.81062], [-1.40236, 53.81136], [-1.40292, 53.81296], [-1.39705, 53.81371], [-1.39676, 53.8138], [-1.3968, 53.81447], [-1.39729, 53.8151], [-1.401, 53.81633], [-1.40136, 53.8168], [-1.3982, 53.81899], [-1.39695, 53.81919], [-1.39687, 53.81928], [-1.39537, 53.81971], [-1.39419, 53.82047], [-1.39217, 53.82026], [-1.39179, 53.82107], [-1.39128, 53.82105], [-1.38975, 53.82132], [-1.38907, 53.8205], [-1.38928, 53.82034], [-1.3888, 53.81848], [-1.38693, 53.81837], [-1.38631, 53.81855], [-1.38549, 53.81852], [-1.38471, 53.81806], [-1.38387, 53.81809], [-1.38188, 53.81852], [-1.38137, 53.81895], [-1.38054, 53.81894], [-1.37867, 53.8201], [-1.3788, 53.82154], [-1.3771, 53.82304], [-1.37628, 53.82324], [-1.37551, 53.82394], [-1.37778, 53.82575], [-1.37883, 53.82617], [-1.37944, 53.82702], [-1.37983, 53.82722], [-1.38006, 53.828], [-1.38027, 53.82807], [-1.38108, 53.82909], [-1.38, 53.83004], [-1.38089, 53.83068], [-1.38088, 53.83148], [-1.38105, 53.83192], [-1.37952, 53.8324], [-1.37798, 53.83172], [-1.37695, 53.83163], [-1.37682, 53.83178], [-1.37314, 53.83212], [-1.37294, 53.83176], [-1.36877, 53.83193], [-1.36874, 53.83231], [-1.37065, 53.83385], [-1.37138, 53.83373], [-1.37397, 53.83502], [-1.37466, 53.83377], [-1.37649, 53.83424], [-1.37649, 53.83426], [-1.3776, 53.83454], [-1.3789, 53.83406], [-1.3796, 53.83401], [-1.37971, 53.83407], [-1.37978, 53.83447], [-1.38015, 53.83497], [-1.37983, 53.83551], [-1.37983, 53.83553], [-1.38049, 53.83601], [-1.38162, 53.83612], [-1.38192, 53.83644], [-1.38333, 53.83659], [-1.38388, 53.83745], [-1.38347, 53.83799], [-1.38171, 53.83853], [-1.38169, 53.83853], [-1.38016, 53.83875], [-1.37845, 53.83869], [-1.37664, 53.83949], [-1.37651, 53.84034], [-1.37623, 53.84054], [-1.37606, 53.84259], [-1.37599, 53.84265], [-1.37721, 53.84394], [-1.37587, 53.84531], [-1.37597, 53.84555], [-1.37554, 53.84667], [-1.37472, 53.84675], [-1.3727, 53.8484], [-1.37116, 53.84851], [-1.37115, 53.84852], [-1.36922, 53.84821], [-1.3672, 53.84914], [-1.36558, 53.84895], [-1.36428, 53.84788], [-1.3629, 53.84818], [-1.36107, 53.84816], [-1.3606, 53.84852], [-1.35943, 53.84845], [-1.35844, 53.84774], [-1.35767, 53.84785], [-1.35655, 53.84777], [-1.35573, 53.84701], [-1.35535, 53.84689], [-1.35391, 53.8469], [-1.35321, 53.8447], [-1.35325, 53.84463], [-1.35269, 53.84256], [-1.35177, 53.84246], [-1.35101, 53.8426], [-1.3489, 53.84249], [-1.34843, 53.84252], [-1.34645, 53.84207], [-1.34582, 53.84216], [-1.34488, 53.84287], [-1.34468, 53.84356], [-1.34549, 53.84426], [-1.34504, 53.84516], [-1.34506, 53.84531], [-1.34523, 53.84559], [-1.34508, 53.84607], [-1.34304, 53.8464], [-1.34285, 53.84671], [-1.34271, 53.84708], [-1.34354, 53.84814], [-1.34296, 53.84842], [-1.34301, 53.8501], [-1.34113, 53.85147], [-1.34114, 53.8515], [-1.34097, 53.85245], [-1.34096, 53.85247], [-1.33845, 53.85384], [-1.33628, 53.85401], [-1.33484, 53.85393], [-1.33258, 53.85296], [-1.32674, 53.85499], [-1.32651, 53.85518], [-1.32617, 53.85523], [-1.32229, 53.85429], [-1.32114, 53.85302], [-1.32115, 53.8528], [-1.32162, 53.85123], [-1.31811, 53.85102], [-1.31607, 53.85074], [-1.31597, 53.85054], [-1.31908, 53.84352], [-1.31352, 53.84301], [-1.31258, 53.84268], [-1.30885, 53.84002], [-1.30886, 53.8377], [-1.30873, 53.8331], [-1.30796, 53.83117], [-1.30817, 53.83099], [-1.30892, 53.82919], [-1.30889, 53.82914], [-1.30487, 53.8231], [-1.30486, 53.82308], [-1.30425, 53.82271], [-1.30081, 53.81964], [-1.30325, 53.81718], [-1.30365, 53.81252], [-1.30324, 53.81229], [-1.29552, 53.81375], [-1.29153, 53.81958], [-1.28451, 53.8166], [-1.284, 53.81647], [-1.281, 53.81573], [-1.28067, 53.81479], [-1.29152, 53.81148], [-1.29161, 53.81145], [-1.29175, 53.81139], [-1.29219, 53.81119], [-1.29279, 53.81089], [-1.29157, 53.80611], [-1.28637, 53.80575], [-1.27986, 53.81279], [-1.27535, 53.81149], [-1.27248, 53.80853], [-1.2712, 53.8068], [-1.26654, 53.80627], [-1.2635, 53.80827], [-1.26271, 53.80989], [-1.26243, 53.81032], [-1.26136, 53.81034], [-1.25752, 53.81027], [-1.25613, 53.8102], [-1.25135, 53.81038], [-1.24863, 53.81083], [-1.24815, 53.81128], [-1.24342, 53.81357], [-1.24139, 53.81423], [-1.2409, 53.81445], [-1.23516, 53.81231], [-1.22719, 53.81326], [-1.22671, 53.8133], [-1.22186, 53.81561], [-1.21608, 53.81537], [-1.21604, 53.8154], [-1.21536, 53.81883], [-1.21173, 53.8196], [-1.20741, 53.81983], [-1.19942, 53.81753], [-1.20415, 53.82092], [-1.20481, 53.82244], [-1.20196, 53.82346], [-1.19942, 53.82393], [-1.19676, 53.82207], [-1.19588, 53.81936], [-1.19854, 53.8172], [-1.19923, 53.81557], [-1.18985, 53.81072], [-1.18519, 53.81317], [-1.17934, 53.81276], [-1.17836, 53.81226], [-1.17784, 53.81221], [-1.17266, 53.81361], [-1.17049, 53.81496], [-1.16877, 53.81127], [-1.16767, 53.81057], [-1.16627, 53.81276], [-1.16639, 53.81285], [-1.17041, 53.81507], [-1.1698, 53.81711], [-1.16801, 53.81961], [-1.16763, 53.81999], [-1.164, 53.81801], [-1.16293, 53.81509], [-1.16235, 53.81382], [-1.16075, 53.81262], [-1.16293, 53.80998], [-1.16302, 53.80989], [-1.16384, 53.80956], [-1.1641, 53.8094], [-1.15922, 53.80314], [-1.1682, 53.80623], [-1.17081, 53.80564], [-1.17123, 53.80519], [-1.17147, 53.80478], [-1.17158, 53.8032], [-1.17122, 53.80267], [-1.16702, 53.79983], [-1.16129, 53.80003], [-1.15816, 53.80055], [-1.15771, 53.80006], [-1.15775, 53.78986], [-1.15879, 53.78903], [-1.1663, 53.78762], [-1.16883, 53.78393], [-1.1711, 53.78346], [-1.17325, 53.7833], [-1.17982, 53.78258], [-1.18306, 53.78148], [-1.18364, 53.78127], [-1.18695, 53.78174], [-1.18938, 53.77985], [-1.19333, 53.77677], [-1.19499, 53.77453], [-1.19551, 53.77437], [-1.20061, 53.77404], [-1.19736, 53.76901], [-1.19629, 53.76739], [-1.1928, 53.76779], [-1.19184, 53.76803], [-1.18845, 53.76386], [-1.1856, 53.7604], [-1.18328, 53.76079], [-1.17937, 53.75985], [-1.17899, 53.75865], [-1.17885, 53.757], [-1.17878, 53.75658], [-1.17851, 53.75562], [-1.17853, 53.75393], [-1.17634, 53.75193], [-1.17847, 53.74898], [-1.18149, 53.74621], [-1.18154, 53.7462], [-1.18556, 53.74401], [-1.18699, 53.74413], [-1.19482, 53.74234], [-1.1966, 53.74467], [-1.19604, 53.74605], [-1.19441, 53.74771], [-1.20204, 53.74594], [-1.20428, 53.74561], [-1.20722, 53.74684], [-1.20802, 53.74691], [-1.20964, 53.74351], [-1.21363, 53.73798], [-1.21861, 53.7369]]], [[[-1.31828, 53.85276], [-1.31835, 53.85377], [-1.31459, 53.85591], [-1.31231, 53.85617], [-1.31198, 53.85544], [-1.31277, 53.85459], [-1.31538, 53.85185], [-1.31808, 53.85265], [-1.31828, 53.85276]]]], ""type"": ""MultiPolygon""}"
LS19,9805.0,230.0,53.0,0.0,528.0,811.0,8.27,2.35,0%-25%,0.54,0%-25%,0.0,0%-25%,5.39,50%-75%,"53.8619202016491, -1.6769211368751895","{""coordinates"": [[[[-1.66936, 53.83452], [-1.66963, 53.83446], [-1.66979, 53.83457], [-1.6697, 53.83497], [-1.66961, 53.83502], [-1.66987, 53.83516], [-1.66988, 53.83517], [-1.66998, 53.83522], [-1.67001, 53.83524], [-1.67007, 53.83583], [-1.6704, 53.83553], [-1.67047, 53.83548], [-1.67051, 53.83546], [-1.67062, 53.83541], [-1.67082, 53.83538], [-1.67092, 53.83542], [-1.67119, 53.83575], [-1.67134, 53.83575], [-1.67135, 53.83575], [-1.67142, 53.83577], [-1.67176, 53.83597], [-1.67165, 53.83683], [-1.67181, 53.83698], [-1.67248, 53.83746], [-1.673, 53.83761], [-1.67345, 53.83787], [-1.67756, 53.83528], [-1.6777, 53.83537], [-1.67809, 53.83703], [-1.6798, 53.83865], [-1.67978, 53.83869], [-1.68348, 53.84047], [-1.68331, 53.8408], [-1.68475, 53.84153], [-1.68514, 53.84169], [-1.68858, 53.84135], [-1.68903, 53.8403], [-1.69323, 53.8412], [-1.69341, 53.8416], [-1.69132, 53.84265], [-1.69154, 53.84283], [-1.69231, 53.84378], [-1.69417, 53.84361], [-1.69427, 53.84375], [-1.69445, 53.84402], [-1.69438, 53.84465], [-1.69524, 53.84509], [-1.69526, 53.84565], [-1.69541, 53.84579], [-1.69569, 53.84587], [-1.69666, 53.84595], [-1.69688, 53.84608], [-1.69675, 53.84634], [-1.69695, 53.84656], [-1.6976, 53.84659], [-1.6976, 53.8466], [-1.6981, 53.84684], [-1.69813, 53.84713], [-1.69861, 53.84736], [-1.69871, 53.84736], [-1.69937, 53.84739], [-1.69948, 53.84742], [-1.70068, 53.84686], [-1.70092, 53.84695], [-1.70147, 53.84705], [-1.70247, 53.84676], [-1.70297, 53.84702], [-1.70299, 53.84703], [-1.70315, 53.84721], [-1.70314, 53.84728], [-1.70336, 53.84753], [-1.70401, 53.84764], [-1.70456, 53.84792], [-1.70469, 53.84837], [-1.70489, 53.84843], [-1.70509, 53.84848], [-1.70524, 53.84861], [-1.70501, 53.84906], [-1.70499, 53.84967], [-1.70504, 53.84973], [-1.70501, 53.84984], [-1.70469, 53.85039], [-1.70507, 53.85059], [-1.70581, 53.85077], [-1.70667, 53.85062], [-1.70679, 53.85079], [-1.70679, 53.85089], [-1.70665, 53.85135], [-1.70695, 53.85174], [-1.7069, 53.85177], [-1.70718, 53.85223], [-1.70723, 53.8523], [-1.70748, 53.85268], [-1.70747, 53.85275], [-1.70755, 53.85283], [-1.70761, 53.85286], [-1.70783, 53.85293], [-1.70788, 53.85297], [-1.70788, 53.85304], [-1.70844, 53.85422], [-1.70834, 53.85432], [-1.70851, 53.85454], [-1.70969, 53.85489], [-1.71011, 53.85567], [-1.71008, 53.85568], [-1.71024, 53.85649], [-1.70992, 53.8568], [-1.70988, 53.85691], [-1.71035, 53.85722], [-1.71054, 53.85721], [-1.7115, 53.85763], [-1.71115, 53.85839], [-1.71014, 53.85803], [-1.70938, 53.85833], [-1.70906, 53.85862], [-1.70853, 53.85857], [-1.70827, 53.85879], [-1.70827, 53.85885], [-1.70843, 53.85916], [-1.70862, 53.85932], [-1.70832, 53.85962], [-1.70857, 53.85995], [-1.70853, 53.85999], [-1.70854, 53.86003], [-1.70883, 53.86069], [-1.70917, 53.86077], [-1.70888, 53.86129], [-1.70887, 53.86146], [-1.70881, 53.86154], [-1.70899, 53.86177], [-1.70944, 53.86223], [-1.70937, 53.8623], [-1.70938, 53.86231], [-1.70998, 53.86285], [-1.70994, 53.86318], [-1.70945, 53.86346], [-1.71045, 53.86403], [-1.71056, 53.86411], [-1.71003, 53.8644], [-1.70992, 53.86464], [-1.71037, 53.86525], [-1.70994, 53.86555], [-1.71002, 53.8664], [-1.70959, 53.86655], [-1.70896, 53.86659], [-1.70866, 53.86657], [-1.70859, 53.86656], [-1.70822, 53.86577], [-1.70855, 53.86539], [-1.70825, 53.86486], [-1.70807, 53.86476], [-1.7075, 53.86482], [-1.70666, 53.86497], [-1.70654, 53.86502], [-1.70593, 53.865], [-1.70538, 53.86518], [-1.70518, 53.86533], [-1.7053, 53.86556], [-1.7054, 53.86573], [-1.70546, 53.8658], [-1.70591, 53.86597], [-1.70617, 53.86629], [-1.70598, 53.86658], [-1.70613, 53.86686], [-1.70602, 53.8669], [-1.70557, 53.86718], [-1.70542, 53.86723], [-1.70537, 53.86724], [-1.70513, 53.86729], [-1.70509, 53.8673], [-1.70501, 53.86733], [-1.70482, 53.86744], [-1.70467, 53.86755], [-1.70462, 53.86763], [-1.70456, 53.86768], [-1.7044, 53.86785], [-1.70439, 53.86785], [-1.7039, 53.86786], [-1.70345, 53.86813], [-1.70314, 53.86817], [-1.70295, 53.86831], [-1.70267, 53.86841], [-1.70265, 53.86842], [-1.70236, 53.86859], [-1.70222, 53.86858], [-1.70211, 53.86862], [-1.70201, 53.86865], [-1.702, 53.86866], [-1.70189, 53.86871], [-1.70181, 53.86876], [-1.70178, 53.86879], [-1.70045, 53.86847], [-1.70099, 53.86939], [-1.69938, 53.86945], [-1.69906, 53.87034], [-1.69898, 53.87034], [-1.69897, 53.87034], [-1.69873, 53.8704], [-1.69867, 53.87042], [-1.69843, 53.87046], [-1.69787, 53.87052], [-1.69784, 53.87052], [-1.6974, 53.87049], [-1.69727, 53.87047], [-1.69716, 53.8705], [-1.69702, 53.87052], [-1.69676, 53.87055], [-1.69672, 53.87055], [-1.69661, 53.87055], [-1.69637, 53.87053], [-1.69626, 53.87052], [-1.69605, 53.87051], [-1.6959, 53.87054], [-1.69545, 53.87059], [-1.69535, 53.8706], [-1.69513, 53.8706], [-1.69447, 53.87052], [-1.69448, 53.87067], [-1.69447, 53.87092], [-1.69446, 53.87102], [-1.69473, 53.87135], [-1.69476, 53.87146], [-1.69452, 53.87172], [-1.6945, 53.87174], [-1.69444, 53.87176], [-1.69408, 53.87211], [-1.69384, 53.87219], [-1.69363, 53.87236], [-1.69361, 53.87241], [-1.6935, 53.87249], [-1.69344, 53.87252], [-1.69326, 53.8731], [-1.69325, 53.87311], [-1.69322, 53.87329], [-1.69291, 53.87356], [-1.69292, 53.87361], [-1.69278, 53.87379], [-1.69252, 53.87383], [-1.69236, 53.87398], [-1.69236, 53.87416], [-1.69232, 53.87418], [-1.69231, 53.8742], [-1.6922, 53.8743], [-1.69217, 53.87434], [-1.69212, 53.87446], [-1.69211, 53.8745], [-1.6921, 53.87492], [-1.69212, 53.87506], [-1.69205, 53.87506], [-1.69182, 53.87506], [-1.6914, 53.8751], [-1.69129, 53.87512], [-1.69094, 53.8752], [-1.69053, 53.87536], [-1.69035, 53.87544], [-1.69014, 53.87555], [-1.68833, 53.87665], [-1.69068, 53.87727], [-1.69316, 53.87898], [-1.69295, 53.87943], [-1.69217, 53.88032], [-1.68792, 53.88], [-1.6852, 53.87888], [-1.68516, 53.87889], [-1.68348, 53.87876], [-1.68205, 53.87894], [-1.67818, 53.87857], [-1.67817, 53.87859], [-1.67791, 53.88037], [-1.68023, 53.88183], [-1.67942, 53.88327], [-1.67926, 53.88335], [-1.67734, 53.88545], [-1.67725, 53.88568], [-1.6754, 53.88664], [-1.67449, 53.8867], [-1.67429, 53.88671], [-1.67391, 53.88677], [-1.67035, 53.88634], [-1.6686, 53.88695], [-1.66825, 53.88733], [-1.6638, 53.88815], [-1.66368, 53.88861], [-1.66045, 53.8885], [-1.66082, 53.88764], [-1.66063, 53.88736], [-1.65887, 53.88691], [-1.65847, 53.8862], [-1.65862, 53.88544], [-1.65805, 53.88516], [-1.65383, 53.88571], [-1.65377, 53.88567], [-1.65355, 53.88479], [-1.65303, 53.88443], [-1.65268, 53.88344], [-1.65279, 53.88325], [-1.65439, 53.88096], [-1.65438, 53.88082], [-1.65387, 53.88024], [-1.65412, 53.8797], [-1.65435, 53.87943], [-1.65428, 53.87908], [-1.65423, 53.879], [-1.65392, 53.87831], [-1.65494, 53.8758], [-1.65326, 53.87525], [-1.65428, 53.87348], [-1.65528, 53.87314], [-1.65383, 53.87187], [-1.6533, 53.87178], [-1.65223, 53.87204], [-1.651, 53.87261], [-1.65056, 53.87263], [-1.64997, 53.87182], [-1.64884, 53.87153], [-1.64812, 53.8712], [-1.64763, 53.87122], [-1.64742, 53.87104], [-1.64727, 53.87004], [-1.64737, 53.86986], [-1.64516, 53.86839], [-1.64491, 53.86831], [-1.64443, 53.8681], [-1.64262, 53.86772], [-1.64365, 53.8651], [-1.64327, 53.86401], [-1.6477, 53.86291], [-1.64861, 53.86312], [-1.65464, 53.86167], [-1.65176, 53.85934], [-1.6606, 53.85607], [-1.6604, 53.85525], [-1.65952, 53.85478], [-1.65925, 53.85327], [-1.6594, 53.85281], [-1.66013, 53.85108], [-1.65996, 53.85065], [-1.65887, 53.8502], [-1.65862, 53.85001], [-1.65845, 53.8498], [-1.65817, 53.84899], [-1.6581, 53.84784], [-1.65814, 53.84736], [-1.65821, 53.84719], [-1.65819, 53.8471], [-1.65797, 53.8466], [-1.65882, 53.84595], [-1.65882, 53.84594], [-1.65915, 53.84566], [-1.65956, 53.84528], [-1.65967, 53.84516], [-1.65979, 53.84504], [-1.65981, 53.84501], [-1.66025, 53.84384], [-1.66211, 53.84356], [-1.66338, 53.84278], [-1.66417, 53.84259], [-1.66451, 53.84242], [-1.66443, 53.8421], [-1.66451, 53.84131], [-1.66435, 53.84081], [-1.66379, 53.84064], [-1.66339, 53.83898], [-1.66339, 53.83888], [-1.66432, 53.83851], [-1.66464, 53.83831], [-1.66472, 53.83729], [-1.66555, 53.83712], [-1.66575, 53.83699], [-1.66586, 53.83693], [-1.66683, 53.83659], [-1.66679, 53.83644], [-1.66673, 53.83619], [-1.66684, 53.83617], [-1.66822, 53.83605], [-1.66825, 53.83605], [-1.66866, 53.83611], [-1.66869, 53.83609], [-1.66838, 53.83573], [-1.66822, 53.83504], [-1.6691, 53.83507], [-1.66911, 53.83505], [-1.66907, 53.83496], [-1.66934, 53.83455], [-1.66936, 53.83452]]]], ""type"": ""MultiPolygon""}"
