type,features.type,features.geometry,features.properties.export_mpan_msid,features.properties.import_mpan_msid,features.properties.customer_name,features.properties.customer_site,features.properties.address_line_1,features.properties.address_line_2,features.properties.town_city,features.properties.county,features.properties.postcode,features.properties.country,features.properties.location_x_coordinate_eastings_where_data_is_held,features.properties.location_y_coordinate_northings_where_data_is_held,features.properties.grid_supply_point,features.properties.bulk_supply_point,features.properties.primary,features.properties.point_of_connection_poc_voltage_kv,features.properties.licence_area,features.properties.energy_source_1,features.properties.energy_conversion_technology_1,features.properties.chp_cogeneration_yes_no,features.properties.storage_capacity_1_mwh,features.properties.storage_duration_1_hours,features.properties.energy_source_energy_conversion_technology_1_registered_capacity_mw,features.properties.energy_source_2,features.properties.energy_conversion_technology_2,features.properties.chp_cogeneration_2_yes_no,features.properties.storage_capacity_2_mwh,features.properties.storage_duration_2_hours,features.properties.energy_source_energy_conversion_technology_2_registered_capacity_mw,features.properties.energy_source_3,features.properties.energy_conversion_technology_3,features.properties.chp_cogeneration_3_yes_no,features.properties.storage_capacity_3_mwh,features.properties.storage_duration_3_hours,features.properties.energy_source_energy_conversion_technology_3_registered_capacity_mw,features.properties.flexible_connection_yes_no,features.properties.connection_status,features.properties.already_connected_registered_capacity_mw,features.properties.maximum_export_capacity_mw,features.properties.maximum_export_capacity_mva,features.properties.maximum_import_capacity_mw,features.properties.maximum_import_capacity_mva,features.properties.date_connected,features.properties.accepted_to_connect_registered_capacity_mw,features.properties.change_to_maximum_export_capacity_mw,features.properties.change_to_maximum_export_capacity_mva,features.properties.change_to_maximum_import_capacity_mw,features.properties.change_to_maximum_import_capacity_mva,features.properties.date_accepted,features.properties.target_energisation_date,features.properties.distribution_service_provider_y_n,features.properties.transmission_service_provider_y_n,features.properties.reference,features.properties.in_a_connection_queue_y_n,features.properties.distribution_reinforcement_reference,features.properties.transmission_reinforcement_reference,features.properties.last_updated,features.properties.geopoint
"FeatureCollection","Feature","[Record]","2394000108835","Data Not Available","WEEDLEY FARM","WEEDLEY FARM","WEEDLEY FARM COTTAGE
SOUTH CAVE ROAD","RIPLINGHAM","BROUGH","Yorkshire","HU15 1QT","England",495303,432418,"Creyke Beck","Hull West","SKILLINGS LANE",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2013-10-15 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000109616","Data Not Available","MANBY FARMS","MANBY FARMS","MANBY FARMS
THORNGANBY HALL","THORGANBY","GRIMSBY","Lincolnshire","DN37 0SR","England",521290,392997,"Keadby","Wold Newton","BINBROOK",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2013-11-28 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000111944","Data Not Available","MK CONSULTANTS -190","MK CONSULTANTS -190","MK CONSULTANTS","190 HANSON LANE","HALIFAX","Yorkshire","HX1 4SD","England",407846,425437,"Bradford West","Holmfield","GIBRALTAR ROAD",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2014-02-20 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000113792","Data Not Available","STONEFERRY PARK","STONEFERRY PARK","UNIT 23
STONEFERRY PARK","FOSTER STREET","Hull","East Yorkshire","HU8 8BT","England",510019,430621,"Creyke Beck","Cornwall Street","Cornwall Street Direct",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.053,"","","","","","","","","","","","","No","Connected",0.056,0.053,0.056,"","",2014-04-23 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000115424","Data Not Available","FIR TREE FARM","FIR TREE FARM","FIR TREE FARM","WINESTEAD","Hull","East Yorkshire","HU12 0NJ","England",529341,424093,"Saltend North","Hull East 132/33kV","Patrington Road",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.053,"","","","","","","","","","","","","No","Connected",0.056,0.053,0.056,"","",2014-06-24 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000115460","Data Not Available","HOLMES HOUSE FARM","HOLMES HOUSE FARM","HOLMES HOUSE","SOUTH DUFFIELD","SELBY","Yorkshire","YO8 7TQ","England",462577,432562,"Drax","Osgodby 3/4","Olympia Mills",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2014-06-25 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000115832","Data Not Available","RG STRINGER AND SON","RG STRINGER AND SON","SCROMBECK FARM BANKWOOD ROAD","STAPLETON","PONTEFRACT","Yorkshire","WF8 3DD","England",450605,418981,"West Melton / Thorpe Marsh","Doncaster B/Thorpe Marsh","Askern",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2014-07-14 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000120070","Data Not Available","J WOOD LEATHERS LIMITED","J WOOD LEATHERS LIMITED","J WOOD LEATHERS LTD
STEETON GROVE","STEETON","Keighley","Yorkshire","BD20 6TT","England",403493,445122,"Bradford West","Silsden","Bolton Road",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.053,"","","","","","","","","","","","","No","Connected",0.056,0.053,0.056,"","",2015-01-19 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000120442","Data Not Available","ONWARD HOLDINGS","ONWARD HOLDINGS","ONWARD HOLDINGS","WILLOWBRIDGE LANE","CASTLEFORD","West Yorkshire","WF10 5NW","England",440910,424700,"Ferrybridge B","Featherstone","WELLINGTON STREET",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2015-01-28 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000121739","Data Not Available","WALLINGFEN HOUSE FARM -215","WALLINGFEN HOUSE FARM -215","215 MAIN ROAD","NEWPORT","BROUGH","East Yorkshire","HU15 2QS","England",485872,430398,"Creyke Beck","Hull West","Newport 1",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2015-03-16 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000122157","Data Not Available","TOTMOOR FARM","TOTMOOR FARM","TOTMOOR FARM
FEN ROAD","OWMBY-BY-SPITAL","MARKET RASEN","Lincolnshire","LN8 2DR","England",502025,388215,"Keadby","Blyton","Normanby",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2015-04-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000122635","Data Not Available","BENNETT AND COMPANY (GRIMSBY) LTD","BENNETT AND COMPANY (GRIMSBY) LTD","BENNETT AND COMPANY (GRIMSBY) LTD
ESTATE ROAD","SOUTH HUMBERSIDE INDUSTRIAL ESTATE","GRIMSBY","Lincolnshire","DN31 2TP","England",524532,410357,"Grimsby West","Yarborough Road 132/33kV","Great Coates",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2015-04-29 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000122955","Data Not Available","PEAR TREE FARM","PEAR TREE FARM","PEAR TREE FARM
MAIN STREET","EXPORT ONLY
FANGFOSS","York","Yorkshire","YO41 5QH","England",476618,453400,"Creyke Beck","Driffield/Beverley Group","Belthorpe Lane",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2015-05-20 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000123912","Data Not Available","SAXON HOUSE","SAXON HOUSE","V W VAN SERVICES","SAXON WAY PRIORY PARK","HESSLE","East Yorkshire","HU13 9PB","England",503971,426064,"Creyke Beck","Hull West","ELGAR ROAD",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.063,"","","","","","","","","","","","","No","Connected",0.066,0.063,0.066,"","",2015-06-07 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000124632","Data Not Available","PLANT ROOM","PLANT ROOM","PLANT ROOM
DODDS FARM","ELSHAM WOLDS","BRIGG","Lincolnshire","DN20 0NX","England",504910,414255,"Keadby","Santon","Wrawby",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2015-08-12 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000125760","Data Not Available","EAST HANN FARM","EAST HANN FARM","EAST HANN FARM","BUDFORTH LANE","BARROW-UPON-HUMBER","Lincolnshire","DN19 7EG","England",508497,421698,"Grimsby West","Immingham","Barrow",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2015-10-07 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000125859","Data Not Available","KENBY FARM","KENBY FARM","KENBY FARM","OWSTWICK","Hull","East Yorkshire","HU12 0LH","England",527808,433046,"Creyke Beck","Driffield/Beverley Group","Burton Pidsea",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.053,"","","","","","","","","","","","","No","Connected",0.056,0.053,0.056,"","",2015-10-08 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000126090","Data Not Available","SPEN VALE MILLS","SPEN VALE MILLS","SPEN VALE MILLS","SPEN VALE STREET","HECKMONDWIKE","West Yorkshire","WF16 0NQ","England",421608,422925,"Skelton Grange","Heckmondwike","LIVERSEDGE",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2015-10-15 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000126426","Data Not Available","MOORENDS FARM","MOORENDS FARM","MOORENDS FARM BUNGALOW","GOOLE ROAD
MOORENDS","DONCASTER","Yorkshire","DN8 4JY","England",469298,417007,"West Melton / Thorpe Marsh","Doncaster B/Thorpe Marsh","Thorne",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.053,"","","","","","","","","","","","","No","Connected",0.056,0.053,0.056,"","",2015-10-23 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000127917","Data Not Available","OWMBY CLIFF OFFICES","OWMBY CLIFF OFFICES","ARDEN FARMS LIMITED
OWMBY CLIFF OFFICES","OWMBY-BY-SPITAL","MARKET RASEN","Lincolnshire","LN8 2AD","England",498421,386839,"Keadby","Blyton","HARPSWELL",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2016-01-06 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000129348","Data Not Available","SWINTON FITZWILLIAM PRIMARY SCHOOL","SWINTON FITZWILLIAM PRIMARY SCHOOL","SWINTON FITZWILLIAM PRIMARY SCHOOL
BROADWAY","SWINTON","MEXBOROUGH","South Yorkshire","S64 8HF","England",444652,398891,"West Melton Section 3","West Melton","Kilnhurst",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2016-04-07 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000129710","Data Not Available","SILICA LODGE GARDEN CENTRE","SILICA LODGE GARDEN CENTRE","SILICA LODGE GARDEN CENTRE","SCOTTER ROAD SOUTH","SCUNTHORPE","Lincolnshire","DN17 2BN","England",487277,407773,"Keadby","SCUNTHORPE SOUTH","BRIDGES ROAD",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2016-05-03 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000131133","Data Not Available","TEAL & MACKRILL LTD","TEAL & MACKRILL LTD","TEAL & MACKRILL LTD","LOCKWOOD STREET","Hull","East Yorkshire","HU2 0HN","England",509772,429814,"Creyke Beck","Cornwall Street","Cornwall Street Direct",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2016-07-20 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000087566","Data Not Available","Metlands Farm","Metlands Farm","Metlands Farm","Blake-Howe Lane Bempton","BRIDLINGTON","North Yorkshire","YO15 1JG","England",520950,472696,"Creyke Beck","Driffield/Beverley Group","Martongate",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.06,"","","","","","","","","","","","","No","Connected",0.063,0.06,0.063,"","",2011-04-19 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000090772","Data Not Available","WABTEC RAIL","WABTEC RAIL","Wabtec Rail","Doncater Works","Hexthorpe Road","Doncater","DN4 0BF","England",456954,403249,"West Melton / Thorpe Marsh","Mallard Way","Jarratt Street",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2011-12-07 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000092724","Data Not Available","CALDERDALE COLLEGE","CALDERDALE COLLEGE","CALDERDALE COLLEGE","FRANCIS STREET","HALIFAX","Wesf Yorkshire","HX1 3UZ","England",409472,425571,"Elland","Halifax 132/33kV","Halifax 33/11kV",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2012-02-28 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000095103","Data Not Available","MEALAND HILL Solar farm","MEALAND HILL Solar farm","MEALAND HILL","THE WOLD","Barnetby","Linconshire","DN38 6DZ","England",508584,408776,"Keadby","Santon","Wrawby",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2012-01-13 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000095743","Data Not Available","MONTRACON LTD","MONTRACON LTD","MONTRACON LTD","HOLME ROAD","Market Weighton","East Yorkshire","YO43 3EW","England",487212,441497,"Creyke Beck","Beverley 132/33kV","Southgate",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2012-07-06 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000096506","Data Not Available","PERPETUM SUN LTD","PERPETUM SUN LTD","MARFLEET ENVIROMENTAL TECHNOLOGY PARK","HEDON ROAD","Hull","East Yorkshire","HU9 5NE","England",515173,429444,"Saltend North","Hull East 132/33kV","Hull East 33/11kV",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.052,"","","","","","","","","","","","","No","Connected",0.055,0.052,0.055,"","",2012-07-31 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000096765","Data Not Available","Manor House Farm","Manor House Farm","Manor House Farm","NORTH CLIFFE","York","North Yorkshire","YO43 4XE","England",486007,437166,"Creyke Beck","Beverley 132/33kV","Southgate",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.052,"","","","","","","","","","","","","No","Connected",0.055,0.052,0.055,"","",2012-08-08 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000096783","Data Not Available","WEIGHTON WOLD HOUSE","WEIGHTON WOLD HOUSE","EAST RIDING OFSOLAR PANEL
WEIGHTON WOLD HOUSE","BEVERLEY ROAD
MARKET WEIGHTON","York","North Yorkshire","YO43 4NE","England",489844,442022,"Elland","Sowerby Bridge 132/33kV","Sowerby Bridge 33/11kV",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.052,"","","","","","","","","","","","","No","Connected",0.055,0.052,0.055,"","",2012-08-08 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000096808","Data Not Available","High Warrendale Farm","High Warrendale Farm","EXPORT ONLY SOLAR PANEL LIMESTONE QUARRY
EAST RIDING OF
HIGH WARRENDALE","WARTER","York","Yorkshire","YO42 1XG","England",484091,450466,"Creyke Beck","Driffield/Beverley Group","Hayton",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.052,"","","","","","","","","","","","","No","Connected",0.055,0.052,0.055,"","",2012-08-09 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000101360","Data Not Available","NEWHAVEN POULTRY FARM","NEWHAVEN POULTRY FARM","NEWHAVEN POULTRY FARM
MAIN STREET","FULSTOW","LOUTH","Lincolnshire","LN11 0XG","England",533074,397431,"Keadby","Wold Newton","Louth",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.052,"","","","","","","","","","","","","No","Connected",0.055,0.052,0.055,"","",2013-02-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000107716","Data Not Available","CENTRAL FARM","CENTRAL FARM","CENTRAL FARM
SOUTH FRODINGHAM","WINESTEAD","Hull","East Yorkshire","HU12 0NR","England",531005,426648,"Saltend North","Hull East 132/33kV","Withernsea",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.053,"","","","","","","","","","","","","No","Connected",0.056,0.053,0.056,"","",2013-08-10 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000108055","Data Not Available","GRAINTHORPE GRAIN DRYER","GRAINTHORPE GRAIN DRYER","GRAINTHORPE GRAIN STORE
MAIN ROAD","GRAINTHORPE","LOUTH","Lincolnshire","LN11 7HX","England",537896,396883,"Keadby","Wold Newton","GRAINTHORPE",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2013-09-19 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000108826","Data Not Available","WARRENDALE FARMS LTD","WARRENDALE FARMS LTD","WARRENDALE FARMS LTD
BARMBY MOOR FARM","BARMBY MOOR","York","Yorkshire","YO42 4DB","England",474995,448110,"Creyke Beck","Driffield/Beverley Group","Hayton",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2013-10-16 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000109192","Data Not Available","EASTFIELD FARM","EASTFIELD FARM","EASTFIELD FARM","COTTAM","Driffield","Yorkshire","YO25 3BE","England",500304,463829,"Creyke Beck","Driffield/Beverley Group","Driffield",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2013-11-05 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000111002","Data Not Available","MANOR FARM","MANOR FARM","THE MANOR
MANOR LANE","HOLLYM","WITHERNSEA","Yorkshire","HU19 2SD","England",534974,425080,"Saltend North","Hull East 132/33kV","Withernsea",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.053,"","","","","","","","","","","","","No","Connected",0.056,0.053,0.056,"","",2014-01-29 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000112966","Data Not Available","Solar Panels UNIT 5","Solar Panels UNIT 5","SOLAR PANELS
UNIT 5","PIONEER WAY","CASTLEFORD","Yorkshire","WF10 5QU","England",440795,423897,"Ferrybridge B","Featherstone","Normanton",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2014-03-26 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000115540","Data Not Available","BROOMLANDS","BROOMLANDS","BROOMLANDS
MOORTOWN ROAD","NETTLETON","MARKET RASEN","Lincolnshire","LN7 6HX","England",509707,400331,"Keadby","Wold Newton","Caistor",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2014-06-25 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000119873","Data Not Available","J WOOD LEATHERS LTD UNIT 1A","J WOOD LEATHERS LTD UNIT 1A","SOLAR PANELS
UNIT 1A","ROYD INGS AVNEUE","Keighley","Yorkshire","BD21 4BY","England",406877,442290,"Bradford West","Keighley","Keighley Direct",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.063,"","","","","","","","","","","","","No","Connected",0.066,0.063,0.066,"","",2015-01-07 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000121190","Data Not Available","MANOR FARM","MANOR FARM","Manor Farm","WARTER ROAD","ETTON","CAMBRIDGESGIRE","HU17 7QA","England",495259,443571,"Creyke Beck","Beverley 132/33kV","Norwood",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2015-02-16 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000121232","Data Not Available","HOLME MILLS 2 Solar Panels","HOLME MILLS 2 Solar Panels","2 HOLME MILLS
WEST SLAITHWAITE ROAD","EXPORT ONLY
SLAITHWAITE","Huddersfield","West Yorkshire","HD7 6LS","England",406268,413229,"Elland","Lindley","Slaithwaite",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.062,"","","","","","","","","","","","","No","Connected",0.065,0.062,0.065,"","",2015-02-18 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000121241","Data Not Available","HOLME MILLS 1 Solar Panels","HOLME MILLS 1 Solar Panels","1 HOLME MILLS
WEST SLAITHWAITE ROAD","SLAITHWAITE","Huddersfield","West Yorkshire","HD7 6LS","England",406268,413229,"Elland","Lindley","Slaithwaite",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.07,"","","","","","","","","","","","","No","Connected",0.074,0.07,0.074,"","",2015-02-18 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000123763","Data Not Available","D B RAMSDEN & CO","D B RAMSDEN & CO","D B RAMSDEN & CO","ADAM SMITH STREET","GRIMSBY","Lincolnshire","DN31 1SJ","England",526458,410301,"Keadby","Scunthorpe North","Station Road",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.053,"","","","","","","","","","","","","No","Connected",0.056,0.053,0.056,"","",2015-06-29 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000124535","Data Not Available","SAND HALL FARM","SAND HALL FARM","SAND HALL FARM","SANDHALL","Goole","West Yorkshire","DN14 7RS","England",476142,422928,"Drax","Osgodby 3/4","Thorpe Road",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2015-04-07 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000125325","Data Not Available","MIDDLE FARM","MIDDLE FARM","MIDDLE FARM
KEYHOLME LANE","MARSHCHAPEL","GRIMSBY","Lincolnshire","DN36 5UE","England",537357,399923,"Keadby","Wold Newton","GRAINTHORPE",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.05,"","","","","","","","","","","","","No","Connected",0.053,0.05,0.053,"","",2015-09-11 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000,""
